student_id,response,right_answer,seed_id,grade,question
6,"ans1: 2*t/(5*t^4-8*t^3-9*t^2)  ans2: [t=0,t=-1,t=3]  ans_test: true  ans_yn1: true ; ans3: 0  ans4: oo(0,0)  ans7: -1/2  ans9: y=1-x/2  ans5: oo(0,1)  ans8: 1/18  ans10: y=x/18+9  ans6: oo(0,9)","ans1: (2*t)/(5*t^4-8*t^3-9*t^2)  ans2: [t = 3,t = -1,t = 0]  ans_test: false  ans_yn1: true  ans3: 1  ans4: oo(0,0)  ans7: -(1/2)  ans9: y = 1-x/2  ans5: oo(0,1)  ans8: 1/18  ans10: y = x/18+9  ans6: oo(0,9)",1965818410,0.57,Q. 6
7,"ans1: y^2+x^2=1  ans2: ""Point""  ans3: ""Circle""  ansa: 1  ansb: -0.5","ans1: y^2+x^2 = 1  ans2: ""Point""  ans3: ""Circle""  ansa: 1  ansb: 0",923673307,0.8,Q. 1
7,"ans1: y=5*x^2-2*x-3  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-3,3)  ansa: -2  ansb: 1  ansc: -0.5","ans1: y = 5*x^2-2*x-3  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-1,1)  ansa: 5  ansb: -2  ansc: -3",2077492734,0.6,Q. 2
7,ans1: t  ans2: 4*t^2  ans3: 0  ans4: 6*sin(theta)^2,ans1: -(t/2)  ans2: t^2  ans3: 0  ans4: 6*sin(theta)^2,1466978850,0.5,Q. 3
7,ans1: y=-4*x+18,ans1: y = 66-16*x,316590787,0.0,Q. 4
7,"ans1: 2*t/(3*t^2-3*t-6)  ans2: [t=0,t=3,t=-2]  ans_test: false  ans_yn1: true  ans3: 0  ans4: oo(0,0)  ans7: -(2/5)  ans9: y=4-2/5*x  ans5: oo(0,4)  ans8: 2/5  ans10: y=9+2/5*x  ans6: oo(0,9)","ans1: (2*t)/(3*t^2-2*t-6)  ans2: [t = 3,t = -2,t = 0]  ans_test: false  ans_yn1: true  ans3: 0  ans4: oo(0,0)  ans7: -(2/5)  ans9: y = 4-(2*x)/5  ans5: oo(0,4)  ans8: 2/5  ans10: y = (2*x)/5+9  ans6: oo(0,9)",1255065046,0.71,Q. 5
7,"ans1: 2*t/(4*t^3+3*t^2-4*t)  ans2: [t=0,t=1,t=-2]  ans_test: true  ans_yn1: true ; ans3: 1  ans4: oo(0,0)  ans7: 1/3  ans9: y=4+1/3*x  ans5: oo(0,4)  ans8: 2/3  ans10: y=1+2/3*x  ans6: oo(0,1)","ans1: (2*t)/(4*t^3+3*t^2-4*t)  ans2: [t = 1,t = -2,t = 0]  ans_test: true  ans_yn1: true  ans3: 1  ans4: oo(0,0)  ans7: 1/3  ans9: y = x/3+4  ans5: oo(0,4)  ans8: 2/3  ans10: y = (2*x)/3+1  ans6: oo(0,1)",1757194058,0.86,Q. 6
8,"ans1: x^2+y^2=1  ans2: ""Point""  ans3: ""Circle""  ansa: 1  ansb: -0.5","ans1: y^2+x^2 = 1  ans2: ""Point""  ans3: ""Circle""  ansa: 1  ansb: 0",1504181159,0.8,Q. 1
8,"ans1: y=-12*x^2-3*x-1  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-3,3)  ansa: 3  ansb: 3.5  ansc: 4.5","ans1: y = -(4*x^2)-3*x-1  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-3,3)  ansa: -4  ansb: -3  ansc: -1",2078365755,0.6,Q. 2
8,ans1: -t  ans2: 2*t^2  ans3: 0  ans4: sin(theta)^3,ans1: t  ans2: 2*t^2  ans3: 0  ans4: sin(theta)^3,1622369976,0.75,Q. 3
8,"ans1: 2*t/(5*t^4-12*t^2)  ans2: [t=2,t=-2,t=0]  ans_test: false  ans_yn1: true  ans3: 1  ans4: oo(0,0)  ans7: -1/8  ans9: y=4-(1/8)*x  ans5: oo(0,4)  ans8: 1/8  ans10: y=1/8*x+4  ans6: oo(0,4)","ans1: (2*t)/(5*t^4-12*t^2)  ans2: [t = -2,t = 2,t = 0]  ans_test: false  ans_yn1: true  ans3: 2  ans4: oo(0,0)  ans7: -(1/8)  ans9: y = 4-x/8  ans5: oo(0,4)  ans8: 1/8  ans10: y = x/8+4  ans6: oo(0,4)",333889929,0.71,Q. 5
9,"ans1: x^2+y^2=4  ans2: ""Point""  ans3: ""Circle""  ansa: 2  ansb: 0.5","ans1: y^2+x^2 = 4  ans2: ""Point""  ans3: ""Circle""  ansa: 2  ansb: 0",1360725588,0.8,Q. 1
9,"ans1: 5*x^2-3*x-2  ans2: ""Point""  ans3: ""Parabola""  ans4: (-3,3)  ansa: -1.5  ansb: 1  ansc: 3","ans1: y = 4*x^2-3*x-2  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-3,3)  ansa: 4  ansb: -3  ansc: -2",617707661,0.4,Q. 2
9,ans1: t/5  ans2: 25*t^2  ans3: 5*sin(theta)^3*cos(theta)  ans4: 5*sin(theta)^4,ans1: -(t/5)  ans2: 5*t^2  ans3: 0  ans4: 5*sin(theta)^4,1094247988,0.25,Q. 3
9,"ans1: 2*t/(4*t^3+9*t^2-8*t)  ans2: (t=0,t=1,t=-4)  ans_test: true  ans_yn1: true ; ans3: 2  ans4: (0,0)  ans7: 1/10  ans9: y=1/10*x+16  ans5: (0,16)  ans8: 2/5  ans10: y=2/5*x+1  ans6: (0,1)","ans1: (2*t)/(4*t^3+9*t^2-8*t)  ans2: [t = 1,t = -4,t = 0]  ans_test: false  ans_yn1: true  ans3: 1  ans4: oo(0,0)  ans7: 1/10  ans9: y = x/10+16  ans5: oo(0,16)  ans8: 2/5  ans10: y = (2*x)/5+1  ans6: oo(0,1)",1323635266,0.43,Q. 5
9,"ans1: 2*t/(3*t^2-2*t-2)  ans2: (t=0,t=2,t=-1)  ans_test: false  ans_yn1: true ; ans3: 2  ans4: (0,0)  ans7: -1  ans9: y=-x+1  ans5: (0,1)  ans8: 2/3  ans10: y=2/3*x+4  ans6: (0,4)","ans1: (2*t)/(3*t^2-2*t-2)  ans2: [t = 2,t = -1,t = 0]  ans_test: true  ans_yn1: true  ans3: 1  ans4: oo(0,0)  ans7: -(2/3)  ans9: y = 1-(2*x)/3  ans5: oo(0,1)  ans8: 2/3  ans10: y = (2*x)/3+4  ans6: oo(0,4)",11050265,0.29,Q. 6
10,"ans1: x^2+y^2=16  ans2: ""Point""  ans3: ""Circle""  ansa: 4  ansb: 4","ans1: y^2+x^2 = 16  ans2: ""Point""  ans3: ""Circle""  ansa: 4  ansb: 0",668729233,0.8,Q. 1
10,"ans1: y=x^2-5*x+3  ans2: ""Point""  ans3: ""Parabola""  ans4: oo(0,2)  ansa: 0.5  ansb: 2  ansc: 2","ans1: y = x^2-5*x+3  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-1,1)  ansa: 1  ansb: -5  ansc: 3",1404122116,0.6,Q. 2
10,ans1: t/2  ans2: t^2  ans3: 2*cos(theta)^4  ans4: 0,ans1: t  ans2: 4*t^2  ans3: 2*cos(theta)^4  ans4: 0,1568335254,0.5,Q. 3
10,"ans1: 2*t/(3*t^2+2*t-2)  ans2: [t=0,t=-2,t=1]  ans_test: true  ans_yn1: true ; ans3: 1  ans4: oo(0,0)  ans7: -(2/3)  ans9: y=-(2/3*x)+4  ans5: oo(0,4)  ans8: 2/3  ans10: y=2/3*x+1  ans6: oo(0,1)","ans1: (2*t)/(3*t^2+2*t-2)  ans2: [t = 1,t = -2,t = 0]  ans_test: false  ans_yn1: true  ans3: 0  ans4: oo(0,0)  ans7: -(2/3)  ans9: y = 4-(2*x)/3  ans5: oo(0,4)  ans8: 2/3  ans10: y = (2*x)/3+1  ans6: oo(0,1)",1236490043,0.57,Q. 5
10,"ans1: 2*t/(3*t^2-4)  ans2: [t=0,t=2,t=-2]  ans_test: false  ans_yn1: true ; ans3: 2  ans4: oo(0,0)  ans7: -(2/3)  ans9: y=-(2/3*x)+4  ans5: oo(0,4)  ans8: 2/7  ans10: y=2/7*x+4  ans6: oo(0,4)","ans1: (2*t)/(3*t^2-4)  ans2: [t = -2,t = 2,t = 0]  ans_test: true  ans_yn1: true  ans3: 0  ans4: oo(0,0)  ans7: -(1/2)  ans9: y = 4-x/2  ans5: oo(0,4)  ans8: 1/2  ans10: y = x/2+4  ans6: oo(0,4)",174619232,0.29,Q. 6
11,"ans1: x^2+y^2=4  ans2: ""Point""  ans3: ""Circle""","ans1: y^2+x^2 = 4  ans2: ""Point""  ans3: ""Circle""  ansa: 2  ansb: 0",531212504,0.6,Q. 1
11,"ans1: y=x^2-5*x+1  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-5,1)","ans1: y = x^2-5*x+1  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-1,1)  ansa: 1  ansb: -5  ansc: 1",821324769,0.6,Q. 2
11,"ans1: 2*t/(3*t^2-1)  ans2: [t=1,t=-1,t=0]  ans_test: false  ans_yn1: true ; ans3: 2  ans4: (0,0)  ans7: -1  ans9: y=-x+1  ans5: (0,1)  ans8: 1  ans10: y=x+1  ans6: (0,1)","ans1: (2*t)/(3*t^2-1)  ans2: [t = -1,t = 1,t = 0]  ans_test: false  ans_yn1: true  ans3: 2  ans4: oo(0,0)  ans7: -1  ans9: y = 1-x  ans5: oo(0,1)  ans8: 1  ans10: y = x+1  ans6: oo(0,1)",1760688232,0.71,Q. 5
11,"ans1: 2*t/(3*t^2-1)  ans2: [t=1,t=-1,t=0]  ans_test: false  ans_yn1: true ; ans3: 2  ans4: (0,0)  ans7: -1  ans9: y=-x+1  ans5: (0,1)  ans8: 1  ans10: y=x+1  ans6: (0,1)","ans1: (2*t)/(3*t^2-1)  ans2: [t = -1,t = 1,t = 0]  ans_test: false  ans_yn1: true  ans3: 0  ans4: oo(0,0)  ans7: -1  ans9: y = 1-x  ans5: oo(0,1)  ans8: 1  ans10: y = x+1  ans6: oo(0,1)",1506754701,0.57,Q. 6
12,"ans1: x^2+y^2=1  ans2: ""Point""  ans3: ""Circle""  ansa: 1  ansb: 0.5","ans1: y^2+x^2 = 1  ans2: ""Point""  ans3: ""Circle""  ansa: 1  ansb: 0",905856107,0.8,Q. 1
12,"ans1: y=5*x^2+2*x+5  ans2: ""Point""  ans3: ""Parabola""  ans4: oo(-3,3)  ansa: -3  ansb: 3  ansc: 0.5","ans1: y = 5*x^2+2*x+5  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-2,2)  ansa: 5  ansb: 2  ansc: 5",1658353729,0.6,Q. 2
12,"ans1: 2/(4*t^2-9*t-8)  ans2: [t=4,t=-1,t=0]  ans_test: false  ans_yn1: true ; ans3: 2  ans4: oo(0,0)  ans7: 2/5  ans9: y=2/5*x+1  ans5: oo(0,1)  ans8: 1/10  ans10: y=1/10*x+16  ans6: oo(0,16)","ans1: (2*t)/(4*t^3-9*t^2-8*t)  ans2: [t = 4,t = -1,t = 0]  ans_test: false  ans_yn1: true  ans3: 1  ans4: oo(0,0)  ans7: 2/5  ans9: y = (2*x)/5+1  ans5: oo(0,1)  ans8: 1/10  ans10: y = x/10+16  ans6: oo(0,16)",1307395928,0.86,Q. 5
12,"ans1: 2/(5*t^4-4*t^2-6*t)  ans2: [t=-2,t=1,t=0]  ans_test: false  ans_yn1: true ; ans3: 2  ans4: oo(0,0)  ans7: -(1/22)  ans9: y=-(1/22*x)+4  ans5: oo(0,4)  ans8: -(2/5)  ans10: y=-(2/5*x)+1  ans6: oo(0,1)","ans1: (2*t)/(5*t^4+4*t^3-6*t^2)  ans2: [t = 1,t = -2,t = 0]  ans_test: true  ans_yn1: true  ans3: 0  ans4: oo(0,0)  ans7: -(1/6)  ans9: y = 4-x/6  ans5: oo(0,4)  ans8: 2/3  ans10: y = (2*x)/3+1  ans6: oo(0,1)",274097765,0.14,Q. 6
13,"ans1: x^2+y^2=1  ans2: ""Point""  ans3: ""Circle""  ansa: 1  ansb: 0.5","ans1: y^2+x^2 = 1  ans2: ""Point""  ans3: ""Circle""  ansa: 1  ansb: 0",729158799,0.8,Q. 1
13,"ans1: y=x^2-x  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-1,1)  ansa: -1  ansb: -0.5  ansc: -0.5","ans1: y = x^2-x  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-1,1)  ansa: 1  ansb: -1  ansc: 0",1529387174,0.8,Q. 2
13,ans1: t/2  ans2: 4*t^2  ans3: 0  ans4: 6*sin(theta)^3,ans1: -(t/4)  ans2: t^2  ans3: 0  ans4: 6*sin(theta)^3,2018584510,0.5,Q. 3
13,"ans1: 2*t/(5*t^4-8*t^3-9*t^2)  ans2: [t=3,t=-1,t=0]  ans_test: true  ans_yn1: true  ans3: 0  ans4: (0,0)  ans7: -(1/2)  ans9: y=1-1/2*x  ans5: oo(0,1)  ans8: 1/18  ans10: y=1/18*x+9  ans6: oo(0,9)","ans1: (2*t)/(5*t^4-8*t^3-9*t^2)  ans2: [t = 3,t = -1,t = 0]  ans_test: true  ans_yn1: true  ans3: 1  ans4: oo(0,0)  ans7: -(1/2)  ans9: y = 1-x/2  ans5: oo(0,1)  ans8: 1/18  ans10: y = x/18+9  ans6: oo(0,9)",353452773,0.71,Q. 5
13,"ans1: 2*t/(3*t^2-2*t-2)  ans2: [t=2,t=-1,t=0]  ans_test: true  ans_yn1: true  ans3: 0  ans4: (0,0)  ans7: -(2/3)  ans9: y=1-2/3*x  ans5: oo(0,1)  ans8: 2/3  ans10: y=2/3*x+4  ans6: oo(0,4)","ans1: (2*t)/(3*t^2-2*t-2)  ans2: [t = 2,t = -1,t = 0]  ans_test: true  ans_yn1: true  ans3: 1  ans4: oo(0,0)  ans7: -(2/3)  ans9: y = 1-(2*x)/3  ans5: oo(0,1)  ans8: 2/3  ans10: y = (2*x)/3+4  ans6: oo(0,4)",11050265,0.71,Q. 6
14,"ans1: x^2+y^2=1  ans2: ""Point""  ans3: ""Circle""  ansa: 1  ansb: 0.5","ans1: y^2+x^2 = 1  ans2: ""Point""  ans3: ""Circle""  ansa: 1  ansb: 0",923673307,0.8,Q. 1
14,"ans1: y=-3*x^2+2*x-2  ans2: ""Point""  ans3: ""Parabola""  ans4: oo(-2,2)  ansa: -4  ansb: -4  ansc: -5","ans1: y = -(3*x^2)+2*x-2  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-3,3)  ansa: -3  ansb: 2  ansc: -2",1629264159,0.6,Q. 2
14,"ans1: 2*t/(3*t^2-2*t-6)  ans2: (t=3,t=-2,t=0)  ans_test: true  ans_yn1: true  ans3: 1  ans4: oo(0,0)  ans7: -2/5  ans9: y=4-(2/5*x)  ans5: oo(0,4)  ans8: 2/5  ans10: y=2/5*x+9  ans6: oo(0,9)","ans1: (2*t)/(3*t^2-2*t-6)  ans2: [t = 3,t = -2,t = 0]  ans_test: false  ans_yn1: true  ans3: 1  ans4: oo(0,0)  ans7: -(2/5)  ans9: y = 4-(2*x)/5  ans5: oo(0,4)  ans8: 2/5  ans10: y = (2*x)/5+9  ans6: oo(0,9)",1650160346,0.71,Q. 5
14,"ans1: 2*t/(5*t^4-12*t^2)  ans2: (t=2,t=-2,t=0)  ans_test: true  ans_yn1: true ; ans3: 1  ans4: oo(0,0)  ans7: -1/8  ans9: y=4-1/8*x  ans5: oo(0,4)  ans8: 1/8  ans10: y=1/8*x+4  ans6: oo(0,4)","ans1: (2*t)/(5*t^4-12*t^2)  ans2: [t = -2,t = 2,t = 0]  ans_test: true  ans_yn1: true  ans3: 2  ans4: oo(0,0)  ans7: -(1/8)  ans9: y = 4-x/8  ans5: oo(0,4)  ans8: 1/8  ans10: y = x/8+4  ans6: oo(0,4)",908573091,0.71,Q. 6
15,"ans1: x^2+y^2=4  ans2: ""Point""  ans3: ""Circle""  ansa: 2  ansb: 0.5","ans1: y^2+x^2 = 4  ans2: ""Point""  ans3: ""Circle""  ansa: 2  ansb: 0",1899506209,0.8,Q. 1
15,"ans1: y=2*x^2+5  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-4,4)  ansa: 4  ansb: 1  ansc: 0.5","ans1: y = 2*x^2+5  ans2: ""Point""  ans3: ""Parabola""  ans4: cc(-4,4)  ansa: 2  ansb: 0  ansc: 5",1859629380,0.8,Q. 2
15,ans1: t/2  ans2: 4*t^2  ans3: 0  ans4: 6*sin(theta)^3,ans1: -(t/4)  ans2: t^2  ans3: 0  ans4: 6*sin(theta)^3,2018584510,0.5,Q. 3
15,ans1: y=10*x-5,ans1: y = 10*x-49,555251712,0.0,Q. 4
